npc_id,item_id,note,order_id,pack_count
50118,40331,肯特勇士之劍,0,0
50118,40332,肯特射手之弓,1,0
50118,40333,肯特法師魔杖,2,0
50118,40334,肯特刺客雙刀,3,0
50118,40335,肯特戰士斧頭,4,0
50118,40336,肯特徽章長靴,5,0
50118,40337,肯特徽章盔甲,6,0
50118,40338,肯特徽章手套,7,0
50118,40339,肯特徽章盾牌,8,0
50118,40340,肯特徽章頭盔,9,0
70001,40141,藍色煙火,0,0
70001,40145,紅色煙火,1,0
70001,40160,淡黃色煙火,2,0
70001,40152,綠色煙火,3,0
70001,40151,淡綠色煙火,4,0
70001,40159,黃色煙火,5,0
70001,40149,藍色圓形煙火,6,0
70001,40157,黃色圓形煙火,7,0
70001,40142,藍色心型煙火,8,0
70001,40161,黃色心型煙火,9,0
70001,40153,綠色心型煙火,10,0
70001,40146,紅色心型煙火,11,0
70001,40139,藍色兩段煙火,12,0
70001,40143,紅色兩段煙火,13,0
70001,40156,黃色兩段煙火,14,0
70001,40148,綠色兩段煙火,15,0
70001,40155,黃色兩段圓形煙火,16,0
70001,40147,綠色兩段圓形煙火,17,0
70001,40136,三連發煙火,18,0
70001,40138,高級六連發煙火,19,0
70001,40137,六連發煙火,20,0
70001,40158,黃色仙女棒,21,0
70001,40140,藍色仙女棒,22,0
70001,40144,紅色仙女棒,23,0
70001,40150,綠色仙女棒,24,0
70001,41357,A 字母鞭炮,25,0
70001,41358,B 字母鞭炮,26,0
70001,41359,C 字母鞭炮,27,0
70001,41360,D 字母鞭炮,28,0
70001,41361,E 字母鞭炮,29,0
70001,41362,F 字母鞭炮,30,0
70001,41363,G 字母鞭炮,31,0
70001,41364,H 字母鞭炮,32,0
70001,41365,I 字母鞭炮,33,0
70001,41366,J 字母鞭炮,34,0
70001,41367,K 字母鞭炮,35,0
70001,41368,L 字母鞭炮,36,0
70001,41369,M 字母鞭炮,37,0
70001,41370,N 字母鞭炮,38,0
70001,41371,O 字母鞭炮,39,0
70001,41372,P 字母鞭炮,40,0
70001,41373,Q 字母鞭炮,41,0
70001,41374,R 字母鞭炮,42,0
70001,41375,S 字母鞭炮,43,0
70001,41376,T 字母鞭炮,44,0
70001,41377,U 字母鞭炮,45,0
70001,41378,V 字母鞭炮,46,0
70001,41379,W 字母鞭炮,47,0
70001,41380,X 字母鞭炮,48,0
70001,41381,Y 字母鞭炮,49,0
70001,41382,Z 字母鞭炮,50,0
70004,40010,治癒藥水,0,0
70004,40011,強力治癒藥水,1,0
70004,40012,終極治癒藥水,2,0
70004,40019,濃縮體力恢復劑,3,0
70004,40020,濃縮強力體力恢復劑,4,0
70004,40021,濃縮終極體力恢復劑,5,0
70004,40022,古代體力恢復劑,6,0
70004,40023,古代強力體力恢復劑,7,0
70004,40024,古代終極體力恢復劑,8,0
70004,40013,自我加速藥水,9,0
70004,40018,強化 綠色藥水,10,0
70004,40031,惡魔之血,11,0
70004,40014,勇敢藥水,12,0
70004,41415,強化勇氣的藥水,13,0
70004,40068,精靈餅乾,14,0
70004,49158,生命之樹果實,15,0
70004,40016,慎重藥水,16,0
70004,40015,藍色藥水,17,0
70004,40017,翡翠藥水,18,0
70004,40032,伊娃的祝福,19,0
70004,40025,黑色藥水,20,0
70004,40126,鑑定卷軸,21,0
70004,40089,復活卷軸,22,0
70004,40088,變形卷軸,23,0
70004,40100,瞬間移動卷軸,24,0
70004,40079,傳送回家的卷軸,25,0
70004,40124,血盟傳送卷軸,26,0
70004,40119,解除咀咒的卷軸,27,0
70004,40090,空的魔法卷軸(等級1),28,0
70004,40091,空的魔法卷軸(等級2),29,0
70004,40092,空的魔法卷軸(等級3),30,0
70004,40093,空的魔法卷軸(等級4),31,0
70004,40094,空的魔法卷軸(等級5),32,0
70004,40318,魔法寶石,33,0
70004,40319,精靈玉,34,0
70004,40320,一級黑魔石,35,0
70004,49157,刻印的骨頭碎片,36,0
70004,49156,屬性石,37,0
70004,41245,溶解劑,38,0
70004,40056,肉,39,0
70004,40057,漂浮之眼肉,40,0
70004,40315,哨子,41,0
70004,41160,寵物召喚笛,42,0
70004,40004,魔法燈籠,43,0
70004,40002,燈籠,44,0
70004,40003,燈油,45,0
70004,40317,磨刀石,46,0
70004,40006,松木魔杖,47,0
70004,40007,烏木魔杖,48,0
70004,40008,楓木魔杖,49,0
70004,40009,驅逐魔杖,50,0
70004,40325,2階段魔法骰子,51,0
70004,40326,3階段魔法骰子,52,0
70004,40327,4階段魔法骰子,53,0
70004,40328,6階段魔法骰子,54,0
70004,40901,結婚戒指(銀),55,0
70004,40902,結婚戒指(金),56,0
70004,40903,結婚戒指(藍寶石),57,0
70004,40904,結婚戒指(綠寶石),58,0
70004,40905,結婚戒指(紅寶石),59,0
70004,40906,結婚戒指(鑽石),60,0
70004,43001,性別改變卷軸,61,0
