house_id,note,deadline,price,owner_id,bidder_id
262145,ギランアジト1,2012-06-20 09:00:00,100000,0,0
262146,ギランアジト2,2012-06-20 09:00:00,100000,0,0
262147,ギランアジト3,2012-06-20 09:00:00,100000,0,0
262148,ギランアジト4,2012-06-20 09:00:00,100000,0,0
262149,ギランアジト5,2012-06-20 09:00:00,100000,0,0
262150,ギランアジト6,2012-06-20 09:00:00,100000,0,0
262151,ギランアジト7,2012-06-20 09:00:00,100000,0,0
262152,ギランアジト8,2012-06-20 09:00:00,100000,0,0
262153,ギランアジト9,2012-06-20 09:00:00,100000,0,0
262154,ギランアジト10,2012-06-20 09:00:00,100000,0,0
262155,ギランアジト11,2012-06-20 09:00:00,100000,0,0
262156,ギランアジト12,2012-06-20 09:00:00,100000,0,0
262157,ギランアジト13,2012-06-20 09:00:00,100000,0,0
262158,ギランアジト14,2012-06-20 09:00:00,100000,0,0
262159,ギランアジト15,2012-06-20 09:00:00,100000,0,0
262160,ギランアジト16,2012-06-20 09:00:00,100000,0,0
262161,ギランアジト17,2012-06-20 09:00:00,100000,0,0
262162,ギランアジト18,2012-06-20 09:00:00,100000,0,0
262163,ギランアジト19,2012-06-20 09:00:00,100000,0,0
262164,ギランアジト20,2012-06-20 09:00:00,100000,0,0
262165,ギランアジト21,2012-06-20 09:00:00,100000,0,0
262166,ギランアジト22,2012-06-20 09:00:00,100000,0,0
262167,ギランアジト23,2012-06-20 09:00:00,100000,0,0
262168,ギランアジト24,2012-06-20 09:00:00,100000,0,0
262169,ギランアジト25,2012-06-20 09:00:00,100000,0,0
262170,ギランアジト26,2012-06-20 09:00:00,100000,0,0
262171,ギランアジト27,2012-06-20 09:00:00,100000,0,0
262172,ギランアジト28,2012-06-20 09:00:00,100000,0,0
262173,ギランアジト29,2012-06-20 09:00:00,100000,0,0
262174,ギランアジト30,2012-06-20 09:00:00,100000,0,0
262175,ギランアジト31,2012-06-20 09:00:00,100000,0,0
262176,ギランアジト32,2012-06-20 09:00:00,100000,0,0
262177,ギランアジト33,2012-06-20 09:00:00,100000,0,0
262178,ギランアジト34,2012-06-20 09:00:00,100000,0,0
262179,ギランアジト35,2012-06-20 09:00:00,100000,0,0
262180,ギランアジト36,2012-06-20 09:00:00,100000,0,0
262181,ギランアジト37,2012-06-20 09:00:00,100000,0,0
262182,ギランアジト38,2012-06-20 09:00:00,100000,0,0
262183,ギランアジト39,2012-06-20 09:00:00,100000,0,0
262184,ギランアジト40,2012-06-20 09:00:00,100000,0,0
262185,ギランアジト41,2012-06-20 09:00:00,100000,0,0
262186,ギランアジト42,2012-06-20 09:00:00,100000,0,0
262187,ギランアジト43,2012-06-20 09:00:00,100000,0,0
262188,ギランアジト44,2012-06-20 09:00:00,100000,0,0
262189,ギランアジト45,2012-06-20 09:00:00,100000,0,0
327681,ハイネアジト1,2012-06-20 09:00:00,100000,0,0
327682,ハイネアジト2,2012-06-20 09:00:00,100000,0,0
327683,ハイネアジト3,2012-06-20 09:00:00,100000,0,0
327684,ハイネアジト4,2012-06-20 09:00:00,100000,0,0
327685,ハイネアジト5,2012-06-20 09:00:00,100000,0,0
327686,ハイネアジト6,2012-06-20 09:00:00,100000,0,0
327687,ハイネアジト7,2012-06-20 09:00:00,100000,0,0
327688,ハイネアジト8,2012-06-20 09:00:00,100000,0,0
327689,ハイネアジト9,2012-06-20 09:00:00,100000,0,0
327690,ハイネアジト10,2012-06-20 09:00:00,100000,0,0
327691,ハイネアジト11,2012-06-20 09:00:00,100000,0,0
524289,グルーディンアジト1,2012-06-20 09:00:00,100000,0,0
524290,グルーディンアジト2,2012-06-20 09:00:00,100000,0,0
524291,グルーディンアジト3,2012-06-20 09:00:00,100000,0,0
524292,グルーディンアジト4,2012-06-20 09:00:00,100000,0,0
524293,グルーディンアジト5,2012-06-20 09:00:00,100000,0,0
524294,グルーディンアジト6,2012-06-20 09:00:00,100000,0,0
